job_id,source_channel,source_id,source_date,source_text,source_views,source_forwards,source_button_links,redirect_location,final_url,page_title,page_h1,page_meta_description,page_canonical_url,page_body_text
572186,ethiojobsofficial,8207,2026-04-27 10:33:56,"**Customer Success & Product Manager**
**__at Ashewa Technology Solution S.C.__**

**Categories:** #Technology

**Location:** Addis Ababa

**Deadline:** May 28, 2026

**Career Level:** Senior(5-8 years)

**Number of people required:** 1

**Requirements:**
• 5+ years’ experience in customer success, support, onboarding, or product managementExperience with SaaS, ERP, web, or mobile platformsStrong knowledge of web technologies (HTML, CSS, CMS, WordPress, WHMCS)Experience with tools like Jira, Trello, or FigmaStrong understanding of Agile methodology, user stories, and product lifecycleExcellent leadership, communication, and problem-solving skillsAbility to manage escalations with a customer-first mindsetBachelor’s or MSc in Computer Science, Software Engineering, IT, or related field",6304,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572186""}]",/jobs/XxHI6uX887-customer-success-product-manager,https://ethiojobs.net/job/XxHI6uX887-customer-success-product-manager,Customer Success & Product Manager Jobs and Vacancies in ...,,Looking for jobs in Ethiopia? Explore Ashewa Technology Solution S.C. for the Customer Success & Product Manager role. Ethiojobs is the best place to find jo...,https://ethiojobs.net/job/XxHI6uX887-customer-success-product-manager,
571391,ethiojobsofficial,8206,2026-04-27 10:28:57,"**Senior Business Analyst**
**__at Tria Trading PLC__**

**Categories:** #Business #Administration #IT #ComputerScience #SoftwareEngineering

**Location:** Addis Ababa

**Deadline:** May 15, 2026

**Career Level:** Senior(5-8 years)

**Experience Level:** 5-8 years

**Number of people required:** 1

**Requirements:**
• Requirements:Bachelor's degree in business administration, Computer Science, or a related field.At least 5 years of experience as a Business Analyst.Excellent analytical and problem-solving skills.Strong understanding of project management methodologies.Excellent communication and interpersonal skills.Strong ability to work independently as well as part of a team.Experience in agile development methodologies.Knowledge of software development life cycle.Strong attention to detail.Ability to handle multiple projects simultaneously.Strong organizational and time management skills.Experience in creating and maintaining project plans and schedules.Experience in conducting research and analyz...",5404,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_571391""}]",/jobs/hjLWaZW5D9-senior-business-analyst,https://ethiojobs.net/job/hjLWaZW5D9-senior-business-analyst,Senior Business Analyst Jobs and Vacancies in Ethiopia | ...,,Looking for jobs in Ethiopia? Explore Tria Trading PLC for the Senior Business Analyst role. Ethiojobs is the best place to find job opportunities. | Find Jobs and Apply Today,https://ethiojobs.net/job/hjLWaZW5D9-senior-business-analyst,
572185,ethiojobsofficial,8205,2026-04-27 09:58:48,"**Urgent Project Officer**
**__at Save Your Holy Land Association (SYHLA)__**

**Categories:** #SocialSciences #CommunityService #Development #ProjectManagement

**Location:** South West Ethiopia Region, Semen Bench

**Deadline:** May 05, 2026

**Career Level:** Mid Level(3-5 years)

**Number of people required:** 1

**Requirements:**
• Required Qualifications and ExperienceEducationMaster’s degree in Sociology, Social Work, Agriculture and Rural Development, Development Studies, Peace and Conflict Studies, Gender Studies, Environmental Studies, Governance, Climate Change, with a minimum of 3 years of relevant experience, ORBachelor’s degree in the above fields, with a minimum of 5 years of relevant experience.Experience: Proven experience in managing development, peacebuilding, humanitarian, or nexus programmes at the field level.Demonstrated experience in budget management and financial reporting.Experience preparing TORs, event reports, periodic reports, case stories, and success stories.Strong experience...",5639,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572185""}]",/jobs/lspulXlwJ3-urgent-project-officer,https://ethiojobs.net/job/lspulXlwJ3-urgent-project-officer,Urgent Project Officer Jobs and Vacancies in Ethiopia | E...,,Looking for jobs in Ethiopia? Explore Save Your Holy Land Association (SYHLA) for the Urgent Project Officer role. Ethiojobs is the best place to find job op...,https://ethiojobs.net/job/lspulXlwJ3-urgent-project-officer,
572182,ethiojobsofficial,8204,2026-04-27 09:20:15,"**Regional Sales Officer**
**__at International Clinical Laboratories ICL__**

**Categories:** #Sales #Marketing #BusinessDevelopment

**Location:** Addis Ababa

**Deadline:** May 04, 2026

**Career Level:** Junior Level(1-3 years)

**Number of people required:** 1

**Requirements:**
• COMPETENCIES REQUIRED TO DO THE JOB Technical Competencies: Knowledge in clinical laboratory science. Proven sales, negotiation, and client acquisition skills.Adept in communication and persuasion. Excellent co-ordination and organization capacity. Expert Microsoft Office skills (Excel, Word, PowerPoint, and Outlook) skillsProblem-solving, conflict management & resolution skills Ability to analyze market trends, track sales metrics, and provide actionable insights. Behavioral Competencies: The ability to work autonomously and hold themselves accountable. Advanced communication and interpersonal skills. Ability to work under pressure and meet set deadlines.Conflict management and resolutionAbility to work with diverse cult...",5956,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572182""}]",/jobs/Otr2hIh6Ym-regional-sales-officer,https://ethiojobs.net/job/Otr2hIh6Ym-regional-sales-officer,Regional Sales Officer Jobs and Vacancies in Ethiopia | E...,,Looking for jobs in Ethiopia? Explore International Clinical Laboratories ICL for the Regional Sales Officer role. Ethiojobs is the best place to find job op...,https://ethiojobs.net/job/Otr2hIh6Ym-regional-sales-officer,
572181,ethiojobsofficial,8203,2026-04-27 08:54:42,"**physiotherapist**
**__at Teklehaimanot General Hospital__**

**Categories:** #HealthCare

**Location:** Addis Abeba

**Deadline:** May 28, 2026

**Career Level:** Mid Level(3-5 years)

**Number of people required:** 1

**Requirements:**
• Required Skills:Demonstrate a thorough understanding of human anatomy and physiology.Apply knowledge of movement mechanics to develop effective treatment strategies.Utilize manual therapy techniques to alleviate pain and restore function.Design exercise programs tailored to individual patient needs.Conduct functional assessments to identify movement dysfunction.Implement modalities such as ultrasound or electrical stimulation for pain management.Evaluate and interpret diagnostic imaging related to musculoskeletal conditions.Communicate effectively with patients to explain treatment processes.Collaborate with interdisciplinary teams to optimize patient outcomes.Maintain up-to-date knowledge of evidence-based physiotherapy practices.Desired Skills:Experience with sports...",5939,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572181""}]",/jobs/ejnhZKVWy3-physiotherapist,https://ethiojobs.net/job/ejnhZKVWy3-physiotherapist,physiotherapist Jobs and Vacancies in Ethiopia | Ethiojobs.,,Looking for jobs in Ethiopia? Explore Teklehaimanot General Hospital for the physiotherapist role. Ethiojobs is the best place to find job opportunities.,https://ethiojobs.net/job/ejnhZKVWy3-physiotherapist,
572180,ethiojobsofficial,8202,2026-04-27 08:53:43,"**Senior Admin and Finance Officer**
**__at ACTION AGAINST HUNGER__**

**Categories:** #Accounting #Finance #HumanResource #Recruitment

**Location:** Gambella

**Deadline:** May 03, 2026

**Career Level:** Mid Level(3-5 years)

**Experience Level:** 3-5 years

**Number of people required:** 1

**Requirements:**
• Required Qualifications and Professional ExperienceBachelor’s in Business Management or finance; Professional certification in Accounting or Finance would add advantage.Minimum of 4 years professional work experience in a finance or accounting role in an NGO (accounting, cash and budget management, knowledge of donor’s and ACF guidelines, internal audit process). Required Skills & CompetenciesAdvanced skills in computers; Knowledge and experience of SAGA accounting software; Proactive; Professionalism, Good interpersonal skills and very good knowledge of English; Skills in coaching, training and developing staff.",5357,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572180""}]",/jobs/FsrmTnlIpC-senior-admin-and-finance-officer,https://ethiojobs.net/job/FsrmTnlIpC-senior-admin-and-finance-officer,Senior Admin and Finance Officer Jobs and Vacancies in Et...,,Looking for jobs in Ethiopia? Explore ACTION AGAINST HUNGER for the Senior Admin and Finance Officer role. Ethiojobs is the best place to find job opportunit...,https://ethiojobs.net/job/FsrmTnlIpC-senior-admin-and-finance-officer,
572179,ethiojobsofficial,8201,2026-04-27 08:25:41,"**HR and Administration Officer**
**__at Development Through Adult And Non Formal Education(DANFE)__**

**Categories:** #HumanResource #Recruitment #Business #Administration #SocialSciences #CommunityService

**Location:** Addis Ababa

**Deadline:** May 03, 2026

**Career Level:** Junior Level(1-3 years)

**Number of people required:** 1

**Requirements:**
• Required Skills and QualificationsEducation: Bachelor’s degree in HR, Business Administration, or a related field.Experience: Minimum of 2-3 years proven NGO experience in HR or administrative roles.Competencies: Strong organizational skills, proficiency in MS Office/HR software, and excellent communication skills.Attributes: High level of discretion in handling confidential information, strong interpersonal skills, and attention to detailKnowledge of local labor laws and regulationsStrong computer skills, including proficiency in Microsoft Office suite",6066,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572179""}]",/jobs/WksY9nk5AW-hr-and-administration-officer,https://ethiojobs.net/job/WksY9nk5AW-hr-and-administration-officer,HR and Administration Officer Jobs and Vacancies in Ethio...,,Looking for jobs in Ethiopia? Explore Development Through Adult And Non Formal Education(DANFE) for the HR and Administration Officer role. Ethiojobs is the ...,https://ethiojobs.net/job/WksY9nk5AW-hr-and-administration-officer,
572175,ethiojobsofficial,8200,2026-04-27 07:35:32,"**Junior PR & Communications Officer**
**__at (RIDE) Hybrid Designs PLC__**

**Categories:** #Sales #Marketing

**Location:** Addis Ababa

**Deadline:** May 28, 2026

**Career Level:** Junior Level(1-3 years)

**Experience Level:** 1-3 years

**Number of people required:** 1

**Requirements:**
• Bachelor’s degree in Communications, Journalism, Public Relations, or related field.1–2 years of relevant experience (internships included), preferably in corporate, nonprofit, or agency settings.Strong writing and verbal skills in English and Amharic; additional local languages are a plus.Familiarity with basic content and layout tools (e.g., Microsoft Office, Canva, Google Workspace).Understanding of brand tone, corporate messaging, and stakeholder-centered communication.A proactive attitude, attention to detail, and willingness to grow in a fast-moving, impact-driven company.",6267,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572175""}]",/jobs/8wBVdj1mVD-junior-pr-communications-officer,https://ethiojobs.net/job/8wBVdj1mVD-junior-pr-communications-officer,Junior PR & Communications Officer Jobs and Vacancies in ...,,Looking for jobs in Ethiopia? Explore (RIDE) Hybrid Designs PLC for the Junior PR & Communications Officer role. Ethiojobs is the best place to find job oppo...,https://ethiojobs.net/job/8wBVdj1mVD-junior-pr-communications-officer,
572176,ethiojobsofficial,8199,2026-04-27 07:23:01,"**Senior Finance Officer**
**__at eTech S.C__**

**Categories:** #Accounting #Finance #SocialSciences #CommunityService

**Location:** Addis Ababa

**Deadline:** May 02, 2026

**Career Level:** Mid Level(3-5 years)

**Number of people required:** 1

**Requirements:**
• Academic QualificationA minimum of a  MA/MSC/BA Degree in Accounting, Accounting & Finance or other related fieldsExperience3/5years of relevant experience on similar /related position",5729,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572176""}]",/jobs/TBdiI5AgQY-senior-finance-officer,https://ethiojobs.net/job/TBdiI5AgQY-senior-finance-officer,Senior Finance Officer Jobs and Vacancies in Ethiopia | E...,,Looking for jobs in Ethiopia? Explore eTech S.C for the Senior Finance Officer role. Ethiojobs is the best place to find job opportunities. | Find Jobs and Apply Today,https://ethiojobs.net/job/TBdiI5AgQY-senior-finance-officer,
572174,ethiojobsofficial,8198,2026-04-27 07:21:18,"**Secretary Cashier**
**__at Fetsum Getahun Authorized Accounting Firm__**

**Categories:** #Admin #Secretarial #Clerical #Accounting #Finance

**Location:** Addis Ababa

**Deadline:** May 27, 2026

**Career Level:** Mid Level(3-5 years)

**Number of people required:** 2

**Requirements:**
• Requirements and skills2 years and above  work experience on secretary cashiers position in business firmsHands-on experience with Microsoft and accounting software like Peachtree Strong attention to detail and good analytical skillsDiploma or BA in Accounting, Management , Business administration or related filledPractical knowledge on using cash register machine",5045,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572174""}]",/jobs/0013cPnXAy-secretary-cashier,https://ethiojobs.net/job/0013cPnXAy-secretary-cashier,Secretary Cashier Jobs and Vacancies in Ethiopia | Ethioj...,,Looking for jobs in Ethiopia? Explore Fetsum Getahun Authorized Accounting Firm for the Secretary Cashier role. Ethiojobs is the best place to find job oppor...,https://ethiojobs.net/job/0013cPnXAy-secretary-cashier,
572173,ethiojobsofficial,8197,2026-04-27 07:21:01,"**Sales Manager**
**__at eTech S.C__**

**Categories:** #Sales #Marketing #Management #SocialSciences #CommunityService

**Location:** Addis Ababa

**Deadline:** May 02, 2026

**Career Level:** Executive(VP, Director)

**Number of people required:** 1

**Requirements:**
• Academic QualificationA minimum of a MA/MBA/BA in Sales, Marketing Management/Management/related field. Experience7/9yrs of related experience with extensive knowledge and experience in managing customers in private business company.",4275,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572173""}]",/jobs/eebWSmkKdU-sales-manager,https://ethiojobs.net/job/eebWSmkKdU-sales-manager,Sales Manager Jobs and Vacancies in Ethiopia | Ethiojobs.,,Looking for jobs in Ethiopia? Explore eTech S.C for the Sales Manager role. Ethiojobs is the best place to find job opportunities. | Find Jobs and Apply Today,https://ethiojobs.net/job/eebWSmkKdU-sales-manager,
572172,ethiojobsofficial,8196,2026-04-27 07:18:39,"**Chief Finance& Admin.**
**__at eTech S.C__**

**Categories:** #Business #Administration #HumanResource #Recruitment #Accounting #Finance #IT #ComputerScience #SoftwareEngineering #SocialSciences #CommunityService

**Location:** Addis Ababa

**Deadline:** May 02, 2026

**Career Level:** Executive(VP, Director)

**Number of people required:** 1

**Requirements:**
• Academic QualificationA minimum of a ACCA/MBA/ MSC/MA/ BA in Business Administration, HRM, Finance and Accounting or related fields with good IT background/knowledgeExperienceOver 10 years of relevant experience in a similar IT oriented company of which at least 3 year of managerial position",4342,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572172""}]",/jobs/Yq0towoNN4-chief-finance-admin,https://ethiojobs.net/job/Yq0towoNN4-chief-finance-admin,Chief Finance& Admin. Jobs and Vacancies in Ethiopia | Et...,,Looking for jobs in Ethiopia? Explore eTech S.C for the Chief Finance& Admin. role. Ethiojobs is the best place to find job opportunities. | Find Jobs and Apply Today,https://ethiojobs.net/job/Yq0towoNN4-chief-finance-admin,
572171,ethiojobsofficial,8195,2026-04-27 07:13:25,"**Chief Growth & Market Officer**
**__at eTech S.C__**

**Categories:** #Sales #Marketing #Business #Administration #Economics #SocialSciences #CommunityService

**Location:** Addis Ababa

**Deadline:** May 02, 2026

**Career Level:** Executive(VP, Director)

**Number of people required:** 1

**Requirements:**
• Academic QualificationA minimum of a MA/MBA/BA in in Marketing, Business Administration (MBA), Economics, or a related field.Experience Over 10 years of relevant experience in a similar IT oriented company of which at least 4 year of managerial position",4295,0,"[{""text"": ""Apply Now"", ""url"": ""http://t.me/ethiojobs_netbot?startapp=job_id_572171""}]",/jobs/N0MV8CLuJS-chief-growth-market-officer,https://ethiojobs.net/job/N0MV8CLuJS-chief-growth-market-officer,Chief Growth & Market Officer Jobs and Vacancies in Ethio...,,Looking for jobs in Ethiopia? Explore eTech S.C for the Chief Growth & Market Officer role. Ethiojobs is the best place to find job opportunities. | Find Jobs and Apply Today,https://ethiojobs.net/job/N0MV8CLuJS-chief-growth-market-officer,
